Compound_name	Kegg_id	Chia_name	Chia_id	Method	MSM5LLDS	ESM5MEBE	ESM5MEDN	CSM5MCVN	MSM5LLF4	HSM5MD4O	MSM6J2IG	MSM5LLDA	MSM6J2J5	HSM6XRQB	HSM5MD6A	CSM67UA2	ESM5MEDD	CSM5MCZF	HSM6XRSN	CSM5MCZ3	CSM67UBH	ESM5MEBG	MSM6J2LL	MSM6J2Q3	ESM718V8	ESM718UH	HSM6XRQM	CSM67UCK	HSM6XRRV	CSM67UB1	CSM67UBN	CSM79HGP	MSM6J2LB	CSM79HHO	ESM5MECL	CSM67UGO	MSM6J2MB	CSM79HJM	ESM718TM	MSM6J2PM	CSM79HIT	ESM7F5AK	HSM6XRVO	CSM79HKB	MSM6J2MH	MSM79H63	ESM718TF	CSM79HJS	CSM79HOJ	CSM79HN6	HSM7CYY3	HSM6XRVW	CSM7KOLK	CSM79HRG	CSM7KOKB	CSM79HR6	CSM7KOLA	MSM79HDQ	CSM7KON2	HSM7CYYB	CSM7KOPS	HSM7J4LP	CSM7KOLE	CSM7KOOV	ESM9IEP1	CSM7KOO9	CSM7KON8	CSM7KOSV	HSM7J4QT	HSM7J4MY	MSM9VZEK	CSM7KOQ1	HSM7J4N4	CSMA9J65	MSM9VZES	HSM7J4NA	CSM7KOOF	HSMA33NQ	CSMAIG7X	MSMA26AL	CSM9X1ZC	HSMA33L1	MSM5LLDI	HSMA33R7	HSMA33R9	MSM6J2IQ	HSM5MD62	HSM5MD7J	CSM5MCWE	HSM5MD5P	MSM6J2KE	HSM5MD73	MSM6J2J1	CSM67UAA	HSM5MD79	HSM67VCZ	MSM6J2R2	MSM6J2LT	HSM6XRSG	PSM6XBRK	HSM6XRS8	HSM67VEE	CSM67UBB	PSM6XBQY	HSM67VD6	MSM6J2R8	PSM6XBSI	CSM79HH8	HSM7CYZT	HSM67VHF	HSM7CYZ7	CSM79HI7	PSM6XBSS	PSM6XBSK	CSM79HKZ	CSM79HPA	CSM79HIB	PSM6XBUG	PSM7J19B	HSM7CZ32	HSM7CYXA	HSM7CZ14	HSM7J4QB	HSM7CZ3G	PSM7J177	HSM7CZ38	CSM7KOKN	CSM7KONA	PSM7J1CC	PSM7J19J	HSM7J4PW	CSM7KOMB	CSM7KOJO	PSM6XBUO	HSM7J4MS	CSM7KOKZ	HSM7J4QJ	PSM7J17L	HSM7J4J7	HSM7J4MK	PSM7J17F	PSM7J12J	HSM7J4IC	HSM7J4L9	CSM7KONK	PSM7J1CU	PSM7J136	HSM7J4IS	HSM7J4JF	HSM7J4OZ	CSM7KOSP	PSM7J158	CSM7KORK	HSM7J4OE	PSM7J14L	PSM7J12R	PSM7J13E	PSM7J141	PSM7J161	HSM7J4OT	CSM7KOTU	CSM7KOTK	MSM9VZPL	PSM7J14T	CSM9X1YV	PSMA265N	HSMA33JB	HSMA33JP	PSMA266I	PSMA263W	MSM9VZJ3	PSMA265T	PSMA266Q	HSMA33KM	MSMA26CX	HSMA33PZ	MSMAPC6G	CSM9X237	HSMA33Q6	CSM9X23B	MSMB4LXY	MSMB4LYB	HSM5MD5D	MSM6J2HT	HSM6XRQW	MSM6J2QP	HSM67VES	HSM67VGA	HSM67VF3	HSM67VFZ	HSM67VFR	HSM7CYZJ	HSM67VGG	MSM79H5Q	HSM7CYYF	PSM7J1A2	HSM7J4I3	HSM7J4G1	HSM7J4LD	PSM7J17X	MSM79H9G	MSM79HAH	HSM7J4IU	MSM9VZF7	HSM7J4KQ	HSM7J4LN	MSM9VZMM	PSM7J15M	MSM9VZME	MSM9VZMU	HSMA33NY	PSM7J15U	MSM9VZL9	HSMA33J5	MSM9VZHX	HSMA33J9	PSMA265H	MSMA26BB	MSM9VZI6	HSMA33QO	MSMAPC7T	MSMAPC6K	HSMA33SG	MSMB4LZX	MSMB4LZC	HSMA33SK	MSM6J2K6	HSM5MD6K	MSM6J2JR	MSM6J2Q1	HSM6XRRJ	CSM67UH7	MSM6J2RO	HSM67VI5	MSM6J2SE	MSM6J2PO	MSM6J2M3	HSM6XRQ8	HSM6XRVC	CSM79HGZ	MSM6J2PU	MSM79H5G	MSM79H6F	HSM6XRVK	CSM79HP4	HSM7J4HC	MSM79HC8	MSM79HEY	HSM7J4R2	MSM79H9Q	CSM7KOOH	MSM79HA3	MSM79HCR	MSM79H6Y	HSM7J4I7	MSM79H7Q	MSM79H8D	MSM79H85	HSM7J4KC	MSM79HB6	MSM9VZGO	MSM79H7Y	HSM7J4O1	HSM7J4O3	PSM7J14X	MSM9VZFR	HSM7J4KK	PSM7J16Y	MSM9VZNL	MSM9VZOI	MSM9VZLJ	CSMAG78W	PSM7J156	MSM9VZJZ	MSM9VZOO	MSM9VZKE	MSM9VZHB	MSM9VZHF	MSMA26DG	MSM9VZHR	MSMA26DO	MSMA26BR	MSMAPC7J	MSMB4LXW	MSMB4LZ8	MSMB4LZK	ESM5MEBU	MSM6J2HF	CSM5MCXL	CSM5MCY8	MSM6J2OH	ESM5MEC5	CSM67UBZ	CSM67UAQ	CSM67UDN	CSM67UEA	CSM67UEW	HSM6XRRD	PSM6XBSE	CSM67UF5	HSM6XRV2	CSM79HLA	MSM6J2OP	CSM67UEI	ESM718SY	CSM79HLM	CSM79HIJ	PSM6XBVM	HSM7J4PE	CSM79HPS	MSM79HDA	PSM7J1BF	MSM79HDE	CSM7KOMT	HSM7J4M4	CSM7KOP8	CSM7KOPI	MSM9VZEW	CSM7KOPE	CSM7KORU	HSM7J4ME	MSM79H7M	CSM7KOU9	CSM7KOUL	MSM79H7G	HSM7J4NU	MSM9VZOU	PSMA265X	CSM9X213	MSMA267V	MSM9VZP3	HSMA33OJ	CSM9X211	MSMA26EJ	MSMA26AZ	CSM9X21J	CSM9X22G	PSMA2675	PSMA269W	CSM9X22U	PSMA26A3	HSMA33M8	MSMB4LZ4	MSMB4LYH	PSMB4MC5	HSM5MD43	CSM5MCX3	HSM5MD3Y	HSM5MD41	CSM67UFZ	HSM6XRTM	HSM6XRTQ	PSM6XBT3	CSM79HMN	PSM7J1AU	MSM79HAJ	HSM7J4HO	CSM7KOLY	HSM7J4GR	HSM67VH1	HSM7J4HS	MSM79HAN	PSM7J193	HSM7J4JZ	PSM7J12V	HSM7J4NE	HSM7J4K8	MSM9VZLP	PSM7J12F	HSMA33NW	HSMA33MZ	HSMA33O1	CSM9X1Y5	MSM9VZNX	HSMA33OR	MSM9VZLV	PSMA264Q	MSM9VZIM	HSMA33OZ	MSM9VZIQ	PSMA267J	MSMA26ET	HSMA33MI	PSMA267P	PSMB4MBK	MSMAPC5D	MSMB4LZR	HSMA33RX
1-methylguanine	NA	NA	0	HILIC-pos	144621	1306	360616	22749	135704314	25118240	1143469	11416	81393	1644739	100651	53750	76277	2893405	298564	3051	30145692	70320887	1192167	68979621	0	5441473	848063	99108290	0	0	22900566	0	22979044	2673338	19307	115288	0	3110138	311651	7756455	2716188	789590	1167327	1813799	4935115	638901	500607	4325557	1515298346	15077721	21706	44178159	8328451	0	9608	0	66741	0	15176402	3322547	5700406	50204	697791	39984906	409745	1218205	56087500	8105	580620	25256	1008	667334	6349918	14699	1822	1223195	29788402	1084307	59947672	952130532	1095705	0	196530	4374391287	68174496	97989575	1011096268	2647	259523	4179831	2704	110127027	26157	3170843	746261	7082228	36451485	361990	14987	1025328830	1235601	1976598	2678721	43647975	34160557	134	574526	1847	2180309186	7298268	64710150	0	539243	812185	0	48757359	283382364	418698852	6319001935	2300077	128569	162349	323305	457841	913191	1824	22049	1174199	5724	175502	548537	426911	534467	3529	12475698	0	4645510	4669385	259038	12258843	28860	171468462	29	102167	0	1346249	243320	2494191	299586	369874	86664	345036	719815	99001	907	381811	246769	0	98704	181717	0	314509	7707681	3264356	8539	358580	1910150	15856411	1562393	192910	26624124	0	127881	5472454	78113	118003	285893	137245	47131	1157664	26650	959533	3580561	160922	48867	1065161	353336	0	449867	4391251	8001576	11908435	430690	1422256	1131377	284	42945	803950	905041	391520	2907716	107945	2511	1037545	100404627	19727217	9291080	52149	1613	13956	31489	1709238	6374876	84310202	604775	800011	4718324	10198	26430696	3493693	2718130	1961765	429	70493	19866	24733	233014	902	924176	57416	9155	8181717	35819	92561	17304924	3068	133962	12594669	31595	55080951	2579447	58260	0	114184	3218071	727938	27949280	167234	681546	2802618	250183	0	59850	447722	20535	312808	2112588	2547222	0	15774	599569	3797	513637	101362	6380	7818242	235505	311200	4266712	40872	1019801	11188724	84226	224832	14133	171463	1047974	88723	2254	0	16045	1213352	6937	24186	6159	0	1398	460546	322729	3941	819156	139793	8520	224369	644729	1058148	473706	415434	0	61533	36443	6954	14949701	15740306	34173198	23744	1462	315455	4356	2650761	610678	555682	876	59095514	4250864	0	2210721	262285	1496368	237948	28017	462	0	400108	0	1327	10894	5618	1375	30806	150571	11179	15688	1108	51716	2362	0	33930	1391943	120101	0	2435	226263	18514	9116	29829	966757	960988	503041	192155	139898	0	7	119369	73928	2013595	10431	4840	6942	221076	67923729	2992090	33821419	1571849	2701302	3394806	672121	46078	133526	333754	238355	5826243	4606749	38230404	483570	10136243	0	0	1775	39387	2092177	7575079	17706	21884	173158	2504802	1174724	1194570
1-methylguanosine	NA	NA	0	HILIC-pos	50526	13054	193430	103291	66954091	2166391	71045	1462934	79372	393167	5162	4435	7940459	232352	182396	19375	14545586	13579817	608575	80475	6005255	2091471	30768515	70094182	77123856	0	53838	46355	23150756	0	0	82171	0	0	840	10281691	312696	2180941	4845	1190024	949211	37569	928149	98850391	66443372	14234887	127590	51208184	3363417	0	2786	0	0	710	71899546	103911791	1622926	85199	16848329	505871	36025	145108	81810865	12931	35207	24744	3421	630365	12222574	426901	316534	5664383	53758076	93500	399622734	192961997	5721050	20522	601816	5721853049	43660787	0	565400794	0	201416	743955	0	83289008	124913	46967	1051439	3282329	0	6149	38887	566287099	2230298	4359634	4278909	23843954	28730991	1698	29750	5649	4405954	5692882	10628940	0	6045113	1577737	3311	155707264	118427077	2450175786	1058989370	1891363	591335	36420	263905	832243	230255	859	137146	7165292	47650	75770	4196049	268408	811203	23117	14316399	0	1097975	1797267	627842	652072	19827	217269423	0	0	0	65593	125483	0	188589	687747	126311	105881	70100	274970	2470839	5184	720987	0	255958	32271	0	47584	4883120	6689083	2016199	46925	454369	13599941	1089770	585001	23548951	0	476997	4777253	372880	117053	194176	169350	37089	1720310	10940	527115	654324	176001	223849	852413	447917	0	898929	356868	15550645	7844898	334079	418520	219508	0	7598	6550494	0	1075199	715990	1668468	70199	4224484	2799223	7555099	22965351	91776	2606	1508530	415	4435808	2349811	60267706	12740087	14936315	1844049	28644	22780749	616376	8185180	626254	4866	235988	27861	31804	208984	21924	887940	38484137	4582	15192338	5627	133370	1494317	526	278988	14595292	4862	263675469	425976	58500	684	44148	9892374	615859	6260041	136132	419137	2477983	65019	502	5157	282193	126821	39223765	730675	1566353	146014	296401	127050	3820	873740	114775	295608	366251	87657	892817	4258676	411356	1022403	2992397	65573	41695	591537	323375	9885866	198447	0	1441	17918	1042784	461	411	9819	54667	125467	264725	382728	2710	304076	108317	4893	49730	281952	1993972	1700270	966880	195430	641	80515	231	1122092	1111195	37182086	169027	5777	170818	2911	1603816	465307	628780	8598	4688758	908335	66842	18236490	118082	8106887	93229	76	479	0	0	1446	71306	34457	8042	117618	5277	64914	345	13785	4909	0	249523	0	47390	16892	38263	96510	813982	0	1296	4318	83413	841690	8009464	14459	2585944	1625	0	84	152963	18019	41964	63616	29050	10371853	1300353	1474455	7620752	21384322	745491	16542105	0	0	49169	617521	77727	1448617	3474292	358567	1542595	177404635	24818684	299449	0	0	328369	495565	142313	105865	33755	120313	2730387	499807	2168068
1-methylhistamine	NA	NA	0	HILIC-pos	142156	3999	856156	23283	391548820	21202508	1380877	1301726	15407	448399	161447	0	57266	201150	132790	2884	4360982	54675644	970166	122012	7911333	18717477	9202832	81614244	78737227	540512	439490	23990770	14636503	0	0	965595	0	23921	186581	12634138	156216	569792	14474326	1562496	5151084	119401	1230755	2697015	0	457955148	84000	1702507	8808550	15384	4944	0	609	0	3519806	1858169	703088	62163	3668560	261266	225786	16056	16473264	25402	7383	32049	1822	180903	1738372	14750	3446	25929671	23423475	1915691	1001911043	1696131438	2007905	9492	22793	10911882992	657190	3113593	475235821	0	1472518	26553298	13391	1040237427	83035	13491662	1123283	1072637	25476138	142638	461701	378645107	2776930	8915124	37337752	39747396	59455396	0	8851	15227	48532840	11577136	15455161	0	225939	237471	3380	82388570	732703494	2542809	2838294487	1484090	977346	58978	149881	340491	1600447	1023	542765	1362264	7253	72400	861927	2464334	7373138	23307	105668107	16308	3738529	10778009	472276	6539652	256656	37559436	0	240736	234	1330558	232960	0	785133	552239	38237	39039	861776	58170	93068	97391	238887	0	276124	45940	0	235955	3433249	1206885	381316	852091	901406	16714568	262217	52030	5378357	0	290401	23370666	757101	97462	1209519	29960	95200	2124032	323987	881784	3423210	74827	63953	258531	179186	111	9088755	995359	10685252	10238768	675798	626094	1183398	5428	57960	1598218	2062513	302855	2012210	2925903	104745	3709732	9729719	41833269	9816099	36158	148835	0	5472	13594532	5871992	4247661	8798552	4546404	2598346	5266	6305278	720524	13211762	615198	8342	346704	72267	8372	162739	4862	1466128	29395305	6066	8435289	19784	15981	295787	3636	738740	27371223	31288	314203727	130442	65040	14528	43962	8408888	7155264	311467	159817	1123613	0	299668	0	225278	36094	101506	771880	8130889	1868966	451493	88718	629811	1459	519785	147556	73675	1280627	67446	922730	10639974	452361	855308	3191980	358829	160685	1861	507633	238513	21077	135214	0	66199	397623	1912	832	4601	33965	0	844859	318073	0	988281	2209824	19722	78384	5428151	526341	522847	37385	1767012	28044	12271	62767	38510462	7982	644960	312021	113071	65518	0	978779	56627	7653286	4615	32434111	462291	29791	18644634	262256	13007111	547393	75333	5155	0	5521296	0	6459	7560	53490	51848	24571	0	7017	7861	576	0	0	380	0	50315	1162	386641	6418	82972	18891	0	242006	1361675	310902	4595460	1957	46874	0	89	74523	53296	144434	331573	909893	849540	3693619	90544	749740	158507	1239691	131591	26815	5173976	93242	39126	8224	7065337	92602	3054373	12163237	39634275	194459	0	1094	1785	97125	2122324	7695947	1890	0	270	4476979	792984	267179
1-methylnicotinamide	NA	NA	0	HILIC-pos	19455	13676	605	83538	435965849	17291073	35647	1759271	32064	541981	26076	19046	3605336	2241982	102519	4123	12754692	318414193	945872	92117	1000935	19988583	1949474	25666094	4444911	4481824	1633787	154409	136290217	38189	1903	104734	0	7752	462148	16383583	431332	466726	480915	1073908	0	57489	28334	1637145	16384214	10927047	116923	35325031	4382431	2025491	5080	0	1017	0	25500233	814030	3754314	43609	107758	1239485	162085	20292	12281828	12486	309444	97897	4075	536172	2788660	12069	8711	11378779	23268673	1275081	308972026	2092153009	212328	0	73350	47748361	30856393	10501964	842352313	3287	38048	11352872	0	245584745	1526571	16470072	1238667	2239423	0	1296	515894	272530835	818787	282339	10353499	36509715	32052515	0	7588	12665	162602	5790667	51085277	0	10815183	276845	11935	45856444	230839399	0	1702798941	837236	123831	2084434	179203	643993	1946927	8118	63669	46495	18237	78354	5945519	2372749	3415558	22421	9534251	0	2734701	1115307	304044	4363160	63742	64909750	3440	0	0	1505740	552313	0	505227	296227	82291	0	298697	658403	205427	110488	338509	0	28384	12519	0	296535	18991851	10229045	25366292	712014	197441	16801447	311753	107892	5681167	216571	581185	1548458	211999	216531	1326553	60420	27262	145228	4691	1285781	1248452	538292	95158	2294997	568596	0	9374990	2648805	7010102	445662	1220214	1159920	465076	3774	38961	8909915	482641	104737	445487	710344	9248	607231	25699245	3108181	4142250	51537	210	946788	2659	36033666	10598610	1425475	1462568	1728024	3404728	4254	30763879	390947	1315874	2849068	6262	4175	24010	613518	252324	13886	735393	19479538	6977	1465704	24462	113383	2466836	6939	144382	46604462	3861	56501478	2206816	20604	1802	57256	3516337	8552190	1267740	198160	193827	3072770	261713	5322	48262	11329	166299	3498056	2565955	663129	295728	288299	555795	0	1253638	10577	36329	441228	190345	599148	4754511	3846	1396939	3575450	54830	5744	5058	150695	14022592	0	506792	0	9268	6839759	0	7184	0	7309	4035	117793	140517	0	186224	343503	5332	2533510	23601	84781	1193240	68881	39087	580160	12049	0	629269	409418	31116857	40601	344953	1755415	13480	1703284	85331	631653	1615	5917150	217931	9293	4015805	2394	1620172	214454	46592	486535	0	5984	2089	713847	3932	69263	5537	331159	88599	418	439304	26194	0	328525	0	13058	532777	1148580	260560	1111631	0	18687	122	760	5267271	70723	12410	1162	729	0	6	118787	16372	0	1071	7242	2082480	71967	77911	540868	101099	99766747	26246	13031	4650463	49392	69336	115917	283579	1021873	554829	545394254	4187335	121369937	79838	0	0	0	3515204	115433	12083	595	48371	2871113	12863457	363827
21-deoxycortisol	NA	NA	0	HILIC-pos	2774179	19528	14385	52705	185450561	8636649	896	1965087	2337	334941	146	9334	4557337	786958	90263	4043	24597726	31991811	393774	71375545	1744081	4247636	933561	93911716	7721355	151679	2465118	409815	139966820	0	14784	117309	17522	59310	52252	39467506	1850465	5166903	104823	1281206	21655826	1831398	0	2966194	17625511	911892	60212	26765151	506112687	0	15147	27833439	413593	28391	85919446	2883605	8829512	38465	127101	194819	1467193	285591	17405000	9177	295650	6315	3394	735351	576933	49150	3515	24890323	32654522	1963774	120275963	664570695	14927044	18446	771991	4900461152	17132772	0	25196594	880	1071941	22116831	10695	711712711	264573	53146517	1159035	49314	32011593	535998	65524	2755897061	1619408	6902461	7502453	33042499	29170883	419	804	0	98141542	3992479	66180743	0	112972	4709321	2489	688562867	32397355	3197943653	2186694376	1502201	91299	107095	392100	43843	506185	2263	151949	778943	37165	53714	809749	211923	1124049	5255	17928996	1922	2228957	7285947	199599	539775	6617	80067129	0	0	999	718392	38287	1040758	507126	702840	37501	2923	608932	260139	7843	50186	1194001	0	44757	5176	0	32698	5314480	14191468	565329	166207	1620753	370150	412087	68317	4798178	230311	35440	20220546	662973	90137	131435	37814	72948	755627	1602	855515	946022	478303	245671	435181	713731	0	1342094	3367688	2844730	0	581801	1803933	22324253	2336	40622	9622791	0	403207	818030	324419	294724	4385905	3334006	2231044	14181708	13911	5509	47414	127	74215933	4693053	40145904	17215169	4792551	971586	14275	1597117	1660592	862062	133086	397029	130570	41056	322017	131627	53722	887715	15367428	14479	50141823	193809	78445	9822122	664	723845	29186010	4536	46999869	145453	51358	479869	49036	8955436	1426953	453229	906209	2137231	363411	29087	0	119999	109062	125040	1418096	3455546	183834	196150	193843	246205	10559	330363	29264017	130090	202800	3159910	1424782	4904310	56433	1156508	2630489	193192	193972	1565827	3157377	2077531	729295	4696	0	162299	289031	1938	4541	1135	135474	2517	22630	260130	0	624195	2651856	4882	23074	126505	53066	24059	1026052	1036777	976	26154	29764	19806311	18479	441321	62045	207800	226007	21365	528982	215173	426543	21474	42891607	350509	0	3399373	9639	25139681	76331	902	11937	0	0	0	240773	0	5505	216842	3883	0	6666	8514545	5164	478	220859	1597	4348	195878	1719	12242	0	0	0	18	107813	2076103	447268	2947	181006	61827	43105	135	135864	2677	61621	140445	790219	1206407	143200	12884724	13773881	2057417	45670479	48129	0	8056	39229	222152	191582	4412133	7755837	168551	12676979	3827925	41267768	0	310418	0	33442	4855376	324709	703085	465423	261	3032817	367583	16739
2-aminoheptanoic acid	NA	NA	0	HILIC-pos	93842	7339	14987	16273	786828840	2785329	0	3109595	11930	52386	246053	7908	98514	240845	1511559	12348	4657169	44022345	239471	85497	0	49105255	10493834	174881332	9949911	651476	9436059	1844127	10726309	0	0	26277	0	3314528	90986	12459317	2788930	693732	446737	2331432	4019922	37054	594916	437428	8063681	3803551	7303	5962509	14063240	13775969	11696	2816881	0	0	90529775	6447157	4960148	119604	48855	4395394	6608	133107	66922598	31692	195942	8318	14528	692851	4985103	115432	0	3836290	6051839	917592	405863901	1415113139	23436364	17504	111342	57387705	3311683	5488117	2370620997	17431	194143	129718	7660	818262273	72526	13609900	1596290	4751691	0	221122	125009	2331287349	1407585	17626714	1358347	27815572	20064294	1912	0	2526	220341266	25781780	4315255	0	271220	658873	6512	30560445	243277244	0	1215529690	3204109	138697	806545	595807	160287	467793	1487	152835	3846072	8260	252827	1413391	163550	402966	6843	17362023	0	2213003	855578	29407	7054288	15528	64311445	0	189671	0	4541628	1900416	342328	531445	1473090	57374	274092	69400	140512	424041	110862	2629477	0	54021	70655	0	274167	1460926	26403316	20897442	204826	571155	176336	1132123	47501	89826825	0	235699	3065276	352688	96556	200237	38070	72998	516866	53015	946293	1904105	131560	90629	611548	159911	0	308784	2010911	5586141	2174343	886448	2203091	305365	1334	36949	14963768	4042224	447819	968211	676719	80284	278316	5442727	2242129	1557348	23336	76904	48500	899	14169089	1838178	2586394	6235310	6596395	904956	14469	1688756	1592741	1813687	24365686	6634	38734	34658	8061131	524748	35708	201418	592051	3353	11552414	17230	127212	14467317	14730	918313	105601476	18936	115678808	2837827	299101	9793235	54161	3306085	411047	624200	59055	9766873	1577699	259278	11530	143	8715	70163	453089	2367853	13108738	118693	431953	383005	0	500411	582309	105677	1469028	434813	865092	2407604	21295	2110210	580115	49172	9468	17387	1464907	2788146	1306578	50137	0	15371	211525	17019	1375	1457	115396	0	54733	3066606	28813	696575	488219	26595	171379	30591	78405	1820159	96604	261363	533133	102697	8803	8326978	492255	1335551	21320	152424	81643	3121	585522	1427175	295699	85833	18191859	1477825	0	451858	197990	7422125	2804	126836	1452	0	0	0	61	0	0	360661	18947	45336	477	959	1095	3507	49910	4594	0	3225	289791	135	1314067	0	0	55	130	1122545	18264797	141798	7364	76162	0	0	112427	6708	3967	285	2349	68686	166896	16470657	1107316	34619834	16447718	844013	3825	0	61625	733589	386445	362233	9605020	6580966	40956036	13303863	1765148	7521	866	0	11108	63048	215663	175366	18726	1122	3529514	608408	58939
2-deoxyadenosine	NA	NA	0	HILIC-pos	91837	5109	227026	67022	479671745	968605	23365	3109876	3646	603225	173253	41452	92943	759691	118551	670	41831971	6374513	457567	56983	0	29510112	3823096	27150244	4751887	484302	1029209	3062297	42689124	11640	8081	400023	0	368115	35969	25393509	503501	705127	790602	2324945	13611226	87806	8390717	4878391	510406559	8713571	24184	988831	9891343	2338004	78294	0	0	2622863	1182939	111326545	4739588	138097	403178	5785977	59361	2255667	3272671	283069	187984	42209	5846	22559	2050049	9970	298535	7396582	20393456	471684	1175911248	159297185	6468318	16380	30205	5584405877	1115375	44386965	476473168	5387	3537168	8525072	3490	2722644068	393449	839524	3858075	14105379	46271689	70244	240464	872766530	513818	933634	541852	29631780	40396919	0	22140	9400	2404388202	7154931	10679967	0	201871	1646356	6620	50976994	58264143	0	1343638595	882715	720807	361740	145907	459207	854414	13988	90563	6927673	24311	74591	3602365	2028268	1101648	43852	4459073	0	1534155	10178411	41448	54677140	243145	6555812	11201	0	0	542589	67611	0	237567	801569	126806	8870	470688	253242	55576	37720	215468	0	99901	16787	0	48065	4716481	44056353	4589066	164475	401765	97503	446660	17438	7385599	707583	47249	1150133	962170	98411	1072374	92761	93885	649046	115647	2979863	2016139	1093224	52602	1413468	389979	0	1155813	4440960	6704109	1202490	502358	512154	8243943	600	50266	7576737	516518	125107	337817	996620	36326	557821	6167753	4528337	5877180	20863	723	3031839	538	3316866	57640208	1881448	7284628	3812484	2030519	8827	1143523	1015177	377371	1249176	89832	86646	62502	306110	48699	9669	876646	34337183	3556	4377070	60947	36734	10932421	3433	514717	56592445	13142	55332412	1189904	32257	5757	150703	30306053	15841573	1318510	52920	78938	0	431833	0	815681	65073	72257	2039610	1267474	252174	252927	511929	253149	19760	585295	807588	79511	1679667	701358	1301866	25972112	44761	4654901	536373	218876	148681	31077	118116	1679750	717851	13630	0	0	4321520	0	3533	3098	151786	3911	94748	102595	0	169793	432338	36925	341717	6468100	11657	53215	719871	578	19520	5339	133465	2742911	254341	3472891	175970	3156	97572	4238	1077850	60755	5946629	158443	1523968	1748301	13306	66482151	62112	86044645	11051	32858	85	0	1830491	919	4181171	958	3195	664099	60451	1016378	0	626025	7481	0	1718	0	0	276072	96145	466241	32288	0	379	1145	144296	1180869	67636	96027	178108	79601	0	0	91720	14498	7499	181128	6551	29984	193467	26551185	3042789	15578356	2278059	338700	259784	1552910	92162	42981	92800	523728	1474756	23894772	44941592	593823	141528876	0	375	18607201	49221	1027460	5008924	302581	714	0	3690157	52094	24759
2-deoxycytidine	NA	NA	0	HILIC-pos	96434	6691	389168	27618	91234789	7977469	698585	64059	17952	1490729	67912	2132	40108	1205558	146544	7411	30707733	1570006	126158	120913	0	8881534	6213841	75465279	13319951	3044540	2937054	1620	49890227	0	0	263973	0	0	156416	18992482	638320	759288	242972	1215304	1236803	19802	514532	408084282	166629099	379592601	3588	37708082	67845321	20141	11846	210054597	87	3089298	17903978	966339	26425621	50864	19059	82656	177467	464261	20068064	7756	39172	98560	0	89632	9025048	125939	16169	11649649	13697350	1402950	394618002	67759526	1105734	43952	53279	38174264	7293071	46060039	339209347	711	3358272	940255	746	269405990	165897	99843	737244	1152531	9932016	40188	14840	344880070	1839747	156179129	36537380	7769247	57336113	2406113	32844	9581	115388	3695220	102482607	0	36675	30578	3630	57796852	127385114	246342	305164439	1151629	181470	221265	232019	308827	808833	1085	5422	2224583	1354	184296	3335563	732634	8669045	4694	51093311	9715	1152198	5953620	834898	3346575	88019	398581917	0	0	23	1548986	370297	0	234459	511317	66724	10326	387712	178494	17861	201125	249469	0	45030	36201	1808558	1208041	15527836	5386783	44246245	224250	413836	49644	1145354	75171	8169139	0	54940	2200699	97283	86821	100053	133136	327156	114086	14260	2075258	2593548	483069	141608	596401	417517	285	15581013	236236	3876606	40552811	97000	459956	286947	838	20847	15363526	1411839	0	1889113	791007	16266	498026	2805380	1913855	3091422	23851	27743	268350	6614	26929204	5268528	2737358	1551061	2213839	3622531	17983	1291406	289856	1153584	2373027	183733	21676	103454	17086	6744	19553	1318263	71788377	20011	2632388	52771	17852	10095902	2418	358741	17364098	93100	177827732	211558	90806	54925	41605	88393360	459365	2695888	646479	123061	2357618	1171433	3914	73126	5271	637069	894387	1343882	941900	61663	218989	940448	184	347293	2667160	200936	700544	116348	1482541	1157842	51145	674509	3587545	14157	0	32757	547264	2010000	3687549	0	36875	281274	833282	2229	52581	0	96681	11063	4725	0	0	34929	1245704	11853	191563	24880	7906	385302	5129374	11696	0	100736	153106	405156	262616	11809871	113985	19780	12325	8368	3814562	786500	3161347	41343	34533685	4259238	3637	48247013	227899	3504647	662834	16121	1315	0	47332	0	254108	0	672	1149	24713	2665	18725	432438	0	258432	7440	12497	0	191225	35055	43582	217692	0	0	0	3993	7007675	21003994	284401	16508	4428	26175	82	220905	4437	34118	35705	36245	88067	698084	11585937	4106661	1017880	20027665	0	2859	1933319	191283	60994	1054610	851291	36267060	101505	4509603	34616192	9295961	458	1427	0	371787	1259047	355803	2430	1337	13251	2631753	261207	2232316
