microbe,metabolite,edge_type
"Prevotella copri CB7, DSM 18205",L-Rhamnose,production
"Prevotella copri CB7, DSM 18205",Serine,production
"Prevotella copri CB7, DSM 18205",sulfate,production
"Prevotella copri CB7, DSM 18205",Succinate,production
"Prevotella copri CB7, DSM 18205",Sucrose,production
"Prevotella copri CB7, DSM 18205",Thymidine,production
"Prevotella copri CB7, DSM 18205",tetradecanoate (n-C14:0),production
"Prevotella copri CB7, DSM 18205",Urea,production
"Prevotella copri CB7, DSM 18205",Uridine,production
"Prevotella copri CB7, DSM 18205",Xanthine,production
Bacteroides dorei DSM 17855,"(S)-propane-1,2-diol",production
Bacteroides dorei DSM 17855,N-acetyl-D-glucosamine,production
Bacteroides dorei DSM 17855,acetate,production
Bacteroides dorei DSM 17855,Adenosine,production
Bacteroides dorei DSM 17855,Adenosylcobalamin,production
Bacteroides dorei DSM 17855,L-arabinose,production
Bacteroides dorei DSM 17855,L-argininium(1+),production
Bacteroides dorei DSM 17855,L-asparagine,production
Bacteroides dorei DSM 17855,Biotin,production
Bacteroides dorei DSM 17855,Cytidine,production
Bacteroides dorei DSM 17855,laurate,production
Bacteroides dorei DSM 17855,Formate,production
Bacteroides dorei DSM 17855,D-Galactose,production
Bacteroides dorei DSM 17855,D-Galacturonate,production
Bacteroides dorei DSM 17855,D-glucose,production
Bacteroides dorei DSM 17855,D-glucuronate,production
Bacteroides dorei DSM 17855,L-glutamate(1-),production
Bacteroides dorei DSM 17855,Guanosine,production
Bacteroides dorei DSM 17855,Hydrogen,production
Bacteroides dorei DSM 17855,Hexadecanoate (n-C16:0),production
Bacteroides dorei DSM 17855,Inosine,production
Bacteroides dorei DSM 17855,"Isobutyrate, 2-Methylpropanoate",production
Bacteroides dorei DSM 17855,"Isovalerate, 3-Methylbutanoate",production
Bacteroides dorei DSM 17855,Lactose,production
Bacteroides dorei DSM 17855,L-leucine,production
Bacteroides dorei DSM 17855,L-lysinium(1+),production
Bacteroides dorei DSM 17855,Maltose,production
Bacteroides dorei DSM 17855,D-Mannose,production
Bacteroides dorei DSM 17855,L-methionine,production
Bacteroides dorei DSM 17855,Nicotinate,production
Bacteroides dorei DSM 17855,Ammonium,production
Bacteroides dorei DSM 17855,octadecanoate (n-C18:0),production
Bacteroides dorei DSM 17855,propionate,production
Bacteroides dorei DSM 17855,L-proline,production
Bacteroides dorei DSM 17855,Putrescine,production
Bacteroides dorei DSM 17855,Pyridoxal,production
Bacteroides dorei DSM 17855,Raffinose,production
Bacteroides dorei DSM 17855,D-ribose,production
Bacteroides dorei DSM 17855,L-Rhamnose,production
Bacteroides dorei DSM 17855,Serine,production
Bacteroides dorei DSM 17855,sulfate,production
Bacteroides dorei DSM 17855,Spermidine,production
Bacteroides dorei DSM 17855,Succinate,production
Bacteroides dorei DSM 17855,Sucrose,production
Bacteroides dorei DSM 17855,L-threonine,production
Bacteroides dorei DSM 17855,Thymidine,production
Bacteroides dorei DSM 17855,tetradecanoate (n-C14:0),production
Bacteroides dorei DSM 17855,Urea,production
Bacteroides dorei DSM 17855,Uridine,production
Bacteroides dorei DSM 17855,L-valine,production
Bacteroides dorei DSM 17855,Xanthine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,acetaldehyde,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,(R)-Acetoin,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,acetate,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Adenine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-alanine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,D-glucose,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-arabinose,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-argininium(1+),production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-asparagine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-aspartate(1-),production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Biotin,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,cellobiose,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-cysteine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,ethanol,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Formate,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,D-Fructose,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,D-Galactose,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-glutamine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-glutamate(1-),production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Glycine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-histidine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-isoleucine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,indole-3-acetate,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Lactose,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-leucine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-lysinium(1+),production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,(S)-malate(2-),production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Maltose,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,D-Mannose,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Melibiose,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-methionine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Nicotinate,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Ammonium,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Ornithine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Phenylalanine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-proline,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Putrescine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Pyridoxal,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Riboflavin,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Serine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,sulfate,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Spermidine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Succinate,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Sucrose,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-threonine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-tyrosine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,uracil,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Urea,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Uridine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,L-valine,production
Streptococcus infantarius subsp. infantarius ATCC BAA-102,Xanthine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,acetaldehyde,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,N-acetyl-D-glucosamine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,(R)-Acetoin,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,acetate,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Adenine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-alanine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,D-glucose,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-arabinose,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-argininium(1+),production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-asparagine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-aspartate(1-),production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Biotin,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,cellobiose,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-cysteine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,ethanol,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Folate,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Formate,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,D-Fructose,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,D-Galactose,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,D-Glucosamine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-glutamine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-glutamate(1-),production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Glycine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Glycerol,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Guanine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-histidine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-isoleucine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Lactose,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-leucine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-lysinium(1+),production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Maltose,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,D-Mannose,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-methionine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,D-Mannitol,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Menaquinone 8,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Nicotinate,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Ammonium,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Nitrite,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Phenylalanine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,propionate,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-proline,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Putrescine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Pyridoxal,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Riboflavin,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Serine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,sulfate,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Spermidine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Succinate,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Sucrose,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Thiamin,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-threonine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Trehalose,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-tyrosine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,uracil,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,L-valine,production
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,Xanthine,production
Eubacterium rectale ATCC 33656,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",production
Eubacterium rectale ATCC 33656,acetaldehyde,production
Eubacterium rectale ATCC 33656,N-acetyl-D-glucosamine,production
Eubacterium rectale ATCC 33656,acetate,production
Eubacterium rectale ATCC 33656,Adenosylcobalamin,production
Eubacterium rectale ATCC 33656,L-alanine,production
Eubacterium rectale ATCC 33656,D-glucose,production
Eubacterium rectale ATCC 33656,Maltose,production
Eubacterium rectale ATCC 33656,L-arabinose,production
Eubacterium rectale ATCC 33656,L-asparagine,production
Eubacterium rectale ATCC 33656,L-aspartate(1-),production
Eubacterium rectale ATCC 33656,Biotin,production
Eubacterium rectale ATCC 33656,butyrate,production
Eubacterium rectale ATCC 33656,cellobiose,production
Eubacterium rectale ATCC 33656,L-cysteine,production
Eubacterium rectale ATCC 33656,Riboflavin,production
Eubacterium rectale ATCC 33656,ethanol,production
Eubacterium rectale ATCC 33656,Folate,production
Eubacterium rectale ATCC 33656,Formate,production
Eubacterium rectale ATCC 33656,D-Fructose,production
Eubacterium rectale ATCC 33656,D-Galactose,production
Eubacterium rectale ATCC 33656,D-Galacturonate,production
Eubacterium rectale ATCC 33656,D-Glucosamine,production
Eubacterium rectale ATCC 33656,L-glutamine,production
Eubacterium rectale ATCC 33656,L-glutamate(1-),production
Eubacterium rectale ATCC 33656,Glycine,production
Eubacterium rectale ATCC 33656,glycine betaine,production
Eubacterium rectale ATCC 33656,Hydrogen,production
Eubacterium rectale ATCC 33656,Hexadecanoate (n-C16:0),production
Eubacterium rectale ATCC 33656,L-histidine,production
Eubacterium rectale ATCC 33656,indole-3-acetate,production
Eubacterium rectale ATCC 33656,Lactose,production
Eubacterium rectale ATCC 33656,L-leucine,production
Eubacterium rectale ATCC 33656,L-lysinium(1+),production
Eubacterium rectale ATCC 33656,D-Mannose,production
Eubacterium rectale ATCC 33656,Melibiose,production
Eubacterium rectale ATCC 33656,methanol,production
Eubacterium rectale ATCC 33656,L-methionine,production
Eubacterium rectale ATCC 33656,D-Mannitol,production
Eubacterium rectale ATCC 33656,Nicotinate,production
Eubacterium rectale ATCC 33656,Ammonium,production
Eubacterium rectale ATCC 33656,octadecanoate (n-C18:0),production
Eubacterium rectale ATCC 33656,Phenylalanine,production
Eubacterium rectale ATCC 33656,L-proline,production
Eubacterium rectale ATCC 33656,Putrescine,production
Eubacterium rectale ATCC 33656,Pyridoxal,production
Eubacterium rectale ATCC 33656,Raffinose,production
Eubacterium rectale ATCC 33656,sulfate,production
Eubacterium rectale ATCC 33656,Spermidine,production
Eubacterium rectale ATCC 33656,Succinate,production
Eubacterium rectale ATCC 33656,Sucrose,production
Eubacterium rectale ATCC 33656,L-threonine,production
Eubacterium rectale ATCC 33656,Trehalose,production
Eubacterium rectale ATCC 33656,tetradecanoate (n-C14:0),production
Eubacterium rectale ATCC 33656,L-tyrosine,production
Eubacterium rectale ATCC 33656,uracil,production
Alistipes shahii WAL 8301,2-Oxobutanoate,production
Alistipes shahii WAL 8301,acetaldehyde,production
Alistipes shahii WAL 8301,acetate,production
Alistipes shahii WAL 8301,Adenine,production
Alistipes shahii WAL 8301,Adenosine,production
Alistipes shahii WAL 8301,Adenosylcobalamin,production
Alistipes shahii WAL 8301,L-alanine,production
Alistipes shahii WAL 8301,L-aspartate(1-),production
Alistipes shahii WAL 8301,cytosine,production
Alistipes shahii WAL 8301,L-cysteine,production
Alistipes shahii WAL 8301,Cytidine,production
Alistipes shahii WAL 8301,Folate,production
Alistipes shahii WAL 8301,Formate,production
Alistipes shahii WAL 8301,D-Galacturonate,production
Alistipes shahii WAL 8301,D-glucose,production
Alistipes shahii WAL 8301,D-glucuronate,production
Alistipes shahii WAL 8301,L-glutamine,production
Alistipes shahii WAL 8301,L-glutamate(1-),production
Alistipes shahii WAL 8301,Glycerol,production
Alistipes shahii WAL 8301,Guanosine,production
Alistipes shahii WAL 8301,Guanine,production
Alistipes shahii WAL 8301,Indole,production
Alistipes shahii WAL 8301,Inosine,production
Alistipes shahii WAL 8301,L-lysinium(1+),production
Alistipes shahii WAL 8301,D-Mannose,production
Alistipes shahii WAL 8301,L-methionine,production
Alistipes shahii WAL 8301,Menaquinone 8,production
Alistipes shahii WAL 8301,Nicotinate,production
Alistipes shahii WAL 8301,Ammonium,production
Alistipes shahii WAL 8301,octadecanoate (n-C18:0),production
