metabolites_ID,microbes_ID,"edge_types (2 represents intake, 3 represents secretion and 5 represents intake and secretion)"
2217,162,3
2217,159,2
2217,158,3
2217,157,3
2217,156,3
2217,155,3
2217,154,3
2217,153,3
2217,152,3
2217,151,3
2217,150,3
2217,149,3
2217,137,3
2217,136,3
2217,135,3
2217,134,3
2217,133,3
2217,132,3
2217,131,3
2217,130,3
2217,129,3
2217,128,3
2217,127,3
2217,126,3
2217,125,3
2217,124,3
2217,123,3
2217,122,3
2217,121,3
2217,120,3
2217,119,3
2217,115,2
2217,75,3
2217,55,3
2217,54,3
2217,37,2
2217,28,3
2218,1201,2
2218,1091,2
2218,1087,2
2218,1057,2
2218,1046,2
2218,952,2
2218,870,2
2218,814,2
2218,812,2
2218,652,2
2218,623,2
2218,587,2
2218,570,2
2218,551,2
2218,480,2
2218,457,2
2218,421,2
2218,401,2
2218,339,2
2218,338,2
2218,329,2
2218,301,2
2218,298,2
2218,260,2
2218,216,2
2218,215,2
2218,153,2
2218,137,2
2218,115,2
2219,1198,3
2219,1197,3
2219,1153,3
2219,1152,3
2219,1130,2
2219,1102,2
2219,1092,3
2219,1091,3
2219,1090,3
2219,1089,3
2219,1039,3
2219,964,2
2219,933,3
2219,926,3
2219,925,3
2219,910,2
2219,816,3
2219,697,3
2219,684,2
2219,683,2
2219,682,2
2219,450,2
2219,403,2
2219,402,2
2219,401,2
2219,400,2
2219,399,2
2219,398,2
2219,397,2
2219,396,2
2219,395,2
2219,394,2
2219,393,2
2219,392,2
2219,391,2
2219,390,2
2219,389,2
2219,388,2
2219,387,2
2219,385,2
2219,384,2
2219,381,2
2219,1221,2
2219,285,3
2219,284,3
2219,283,3
2219,282,3
2219,281,3
2219,228,2
2219,195,2
2219,159,2
2219,145,2
2219,84,2
2219,83,2
2219,81,3
2219,59,3
2219,12,3
2220,1198,2
2220,1197,2
2220,1153,2
2220,1152,2
2220,1092,2
2220,1091,2
2220,1090,2
2220,1089,2
2220,1039,2
2220,933,2
2220,926,2
2220,925,2
2220,816,2
2220,697,2
2220,285,2
2220,284,2
2220,283,2
2220,282,2
2220,281,2
2220,81,2
2220,59,2
2220,12,2
2221,1221,2
2221,159,2
2222,632,2
2222,600,2
2222,597,2
2222,594,2
2222,592,2
2222,586,2
2222,585,2
2222,581,2
2222,1223,3
2222,320,2
2222,159,2
2222,157,2
2222,153,2
2222,152,2
2222,151,2
2222,149,2
2222,136,2
2222,126,2
2223,632,2
2223,600,2
2223,597,2
2223,594,2
2223,592,2
2223,586,2
2223,585,2
2223,581,2
2223,1223,3
2223,320,2
2223,309,2
2223,159,2
2223,157,2
2223,153,2
2223,152,2
2223,151,2
2223,149,2
2223,136,2
2223,126,2
2224,632,2
2224,600,2
2224,597,2
2224,594,2
2224,592,2
2224,586,2
2224,585,2
2224,581,2
2224,320,2
2224,159,2
2224,157,2
2224,153,2
2224,152,2
2224,151,2
2224,149,2
2224,136,2
2224,126,2
2225,632,2
2225,600,2
2225,594,2
2225,592,2
2225,586,2
2225,585,2
2225,581,2
2225,320,2
2225,159,2
2225,157,2
2225,153,2
2225,152,2
2225,151,2
2225,149,2
2226,1194,3
2226,1067,5
2226,1064,2
2226,1046,2
2226,1027,2
2226,1017,3
2226,1013,2
2226,923,2
2226,806,2
2226,762,2
2226,632,2
2226,629,2
2226,608,2
2226,593,3
2226,587,2
2226,450,5
2226,1221,2
2226,327,2
2226,301,2
2226,194,2
2226,189,2
2226,186,2
2226,157,3
2226,153,3
2226,152,3
2226,145,3
2226,115,2
2227,1102,2
2227,964,2
2227,910,2
2227,450,2
2227,1221,2
2227,159,2
2227,12,2
2228,76,2
2229,1221,2
2230,496,2
2231,1144,2
2231,1091,2
2231,1087,2
2231,1004,2
2231,916,2
2231,814,2
2231,812,2
2231,652,2
2231,551,2
2231,331,2
2231,329,2
2231,216,2
2231,215,2
2231,162,2
2231,153,2
2231,137,2
2231,134,2
2231,129,2
2231,76,2
2231,37,2
2233,1061,3
2233,1059,3
2233,1027,3
2233,896,3
2233,685,2
2233,684,2
2233,683,2
2233,682,2
2233,677,2
2233,570,3
2233,464,3
2233,450,3
2233,438,3
2233,134,3
2233,5,2
2234,464,3
2235,877,2
2235,581,3
2236,602,3
2236,599,3
2236,570,2
2236,439,3
2236,438,3
2236,134,3
2236,129,3
2237,1221,2
2238,1165,2
2238,1164,2
2238,1126,2
2238,887,2
2238,886,2
2238,571,2
2238,570,2
2238,541,2
2238,401,2
2238,1221,3
2238,328,2
2238,327,2
2238,326,2
2238,325,2
2238,324,2
2238,323,2
2238,322,2
2238,321,2
2238,320,2
2238,319,2
2238,318,2
2238,317,2
2238,316,2
2238,315,2
2238,314,2
2238,313,2
2238,312,2
2238,311,2
2238,310,2
2238,309,2
2238,308,2
2238,307,2
2238,306,2
2238,305,2
2238,304,2
2238,303,2
2238,302,2
2238,301,2
2238,300,2
2238,299,2
2238,298,2
2238,158,2
2238,157,2
2238,156,2
2238,155,2
2238,154,2
2238,153,2
2238,152,2
2238,151,2
2238,150,2
2238,149,2
2238,134,3
2238,70,2
2238,69,2
2238,68,2
2238,67,2
2239,1221,2
2239,76,2
2240,1106,2
2240,1105,2
2240,1104,2
2240,1103,2
2240,1102,2
2240,877,2
2240,654,3
2240,496,2
2240,469,2
2240,394,2
2240,1221,2
2240,313,3
2240,216,2
2240,215,2
2240,214,2
2240,134,3
2240,126,3
2240,75,3
2240,7,2
2241,1221,2
2242,953,2
2242,952,2
2242,608,2
2242,600,2
2242,581,2
2242,570,2
2242,457,2
2242,157,2
2242,153,2
2242,149,2
2242,136,2
2242,134,2
2242,126,2
2242,75,2
2243,1057,2
2243,726,3
2243,1221,2
